cases,developers,a_language_code,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
2,2,0,1,0,0,0,0,0,1,0,1,0,0
2,2,0,0,1,1,0,0,0,0,1,1,0,1
2,2,0,1,1,1,0,0,0,0,0,1,0,0
2,2,0,1,1,1,0,1,0,0,1,0,1,0
2,2,0,0,1,1,0,1,0,0,0,1,0,0
2,2,0,0,0,0,0,0,0,1,0,0,0,0
2,2,0,0,1,1,0,0,0,1,0,0,0,1
2,2,0,1,1,0,1,0,1,0,1,1,0,1
2,2,0,1,0,1,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,1,1,0,0
2,2,0,1,0,0,0,0,0,0,0,1,1,0
3,3,0,0,0,0,0,0,0,1,1,1,0,0
3,3,0,0,0,0,0,0,0,0,1,1,1,1
3,3,0,0,0,1,0,0,0,1,0,0,1,1
3,3,0,1,1,0,1,0,1,0,1,1,1,0
3,3,0,0,0,0,0,0,0,0,1,1,1,0
3,3,0,1,1,0,0,0,0,1,0,1,0,0
3,3,0,0,0,1,0,0,0,0,1,0,0,1
3,3,0,1,1,1,0,0,0,1,0,0,1,1
3,3,0,1,1,1,1,0,1,1,1,0,1,0
3,3,0,1,1,1,1,1,1,1,1,1,1,0
3,3,0,1,0,1,0,0,0,0,1,0,1,1
3,3,0,1,1,0,0,0,0,0,0,1,1,0
3,3,0,1,1,1,1,0,1,0,1,1,0,0
3,3,0,1,1,0,1,0,1,1,1,1,1,1
3,3,0,0,1,1,0,0,0,1,1,0,1,1
3,3,0,1,1,1,0,0,0,0,1,1,1,0
3,3,0,1,0,1,0,1,0,0,0,0,1,0
3,3,0,1,0,1,0,0,0,1,1,1,1,1
3,3,0,1,0,0,0,0,0,0,1,0,1,0
259,251,0,0,0,0,0,0,1,1,1,0,0,0
4,4,0,0,0,1,0,0,0,1,1,0,0,1
4,4,0,1,1,1,1,1,1,0,1,0,0,1
4,4,0,0,1,1,0,0,0,1,1,0,0,1
4,4,0,0,1,0,0,0,0,0,0,1,0,0
4,4,0,1,1,1,1,1,1,1,1,1,1,1
4,4,0,0,1,0,0,0,0,1,1,1,0,0
4,4,0,1,1,1,1,1,1,0,1,0,1,1
4,4,0,0,0,1,0,0,0,1,1,1,0,1
4,4,0,1,0,0,0,0,0,0,0,0,0,0
4,4,0,0,1,1,0,0,0,1,1,1,1,1
5,5,0,1,0,0,0,0,0,0,1,0,0,0
5,5,0,1,1,1,0,0,0,1,0,1,1,1
5,5,0,1,1,1,0,0,0,1,1,0,1,1
5,4,0,1,1,0,1,0,1,0,1,0,1,1
5,4,0,1,0,0,0,0,0,0,0,1,0,0
5,5,0,1,0,0,0,0,0,0,1,1,0,0
5,5,0,0,1,1,0,0,0,1,0,0,1,1
5,4,0,1,1,1,1,1,1,0,1,0,1,0
5,5,0,1,1,1,0,0,0,1,0,0,0,1
773,745,0,0,1,0,0,0,1,0,0,1,0,0
6,5,0,0,1,0,0,0,0,0,1,1,0,0
6,6,0,1,1,0,0,0,0,0,1,0,0,0
6,6,0,1,1,0,0,0,0,0,1,1,0,0
6,5,0,1,1,1,1,0,1,1,1,1,0,0
6,6,0,1,1,0,1,0,1,0,1,0,1,0
6,5,0,1,1,0,1,0,1,0,1,0,0,1
6,6,0,0,0,0,0,0,0,0,1,0,0,0
518,493,0,1,1,1,0,0,1,1,0,1,0,1
7,6,0,1,1,1,1,1,1,0,1,0,0,0
7,7,0,1,1,0,1,0,1,1,1,1,1,0
7,7,0,1,1,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0,0,0,0,0,0
7,6,0,1,1,1,1,1,1,1,1,1,0,1
8,5,0,1,1,1,1,0,1,0,1,0,0,0
8,6,0,1,1,1,1,0,1,0,1,0,1,0
8,8,0,0,0,0,0,0,0,0,0,1,0,0
8,6,0,1,1,1,1,1,1,1,1,0,0,0
1800,1669,0,0,1,1,0,0,1,1,1,0,1,1
9,7,0,1,1,1,1,0,1,0,1,0,1,1
9,7,0,1,1,0,1,0,1,1,1,0,0,1
9,7,0,1,1,1,1,1,1,1,1,0,0,1
10,9,0,1,1,1,1,0,1,0,1,0,0,1
10,9,0,1,1,0,1,0,1,1,1,1,0,0
10,10,0,1,1,1,1,0,1,1,1,1,0,1
267,256,0,0,1,1,0,0,1,0,1,1,0,1
267,253,0,1,0,1,0,0,1,1,0,1,0,1
13,13,0,1,1,0,1,0,1,0,1,1,0,0
269,262,0,0,0,0,0,0,1,1,1,1,0,1
14,12,0,1,1,0,1,0,1,1,1,0,1,0
14,14,0,0,0,0,0,0,0,0,1,1,0,0
783,735,0,1,1,1,0,0,1,1,1,0,0,1
16,12,0,1,1,1,1,0,1,1,1,0,0,0
528,509,0,1,0,1,0,0,1,1,1,1,1,1
17,14,0,1,1,1,1,1,1,1,1,0,1,1
17,10,0,1,1,0,1,0,1,1,1,0,1,1
274,265,0,0,0,0,0,0,1,1,1,1,1,1
19,19,0,1,0,1,0,1,1,1,1,1,1,0
19,19,0,1,0,1,0,1,1,1,1,0,1,0
20,18,0,1,1,1,1,0,1,1,1,0,0,1
20,20,0,0,1,1,0,1,1,1,0,1,1,0
21,19,0,1,1,1,1,0,1,1,1,1,1,1
279,270,0,1,1,0,0,0,1,0,1,0,1,0
25,25,0,0,0,1,0,1,1,1,0,1,1,0
281,271,0,1,1,1,0,0,1,0,0,0,0,1
537,520,0,0,0,0,0,0,1,0,1,1,1,0
27,26,0,1,0,1,0,1,1,1,0,1,1,0
27,24,0,1,1,0,1,0,1,0,1,0,0,0
284,276,0,1,0,0,0,0,1,0,1,1,1,0
29,19,0,1,1,0,1,0,1,1,1,0,0,0
29,29,0,1,0,0,0,0,1,0,1,0,0,1
29,29,0,1,0,1,0,1,1,1,0,1,0,0
1055,999,0,1,0,0,0,0,1,0,0,1,0,0
32,32,0,1,0,1,0,0,1,1,1,1,1,0
289,284,0,0,1,1,0,0,1,0,0,0,1,1
34,34,0,1,0,1,0,1,1,1,1,1,0,0
290,280,0,0,1,0,0,0,1,1,1,1,1,1
35,33,0,0,0,1,0,0,1,1,0,1,1,0
35,35,0,1,0,1,0,1,1,0,1,0,0,1
35,35,0,0,0,1,0,1,1,1,1,1,1,0
35,35,0,1,0,1,0,1,1,0,1,1,0,1
36,35,0,0,1,1,0,1,1,1,0,1,0,0
36,35,0,1,0,1,0,1,1,0,0,1,0,1
292,282,0,1,1,0,0,0,1,1,0,1,0,0
1060,976,0,1,1,1,0,0,1,1,1,1,1,1
37,37,0,0,1,1,0,1,1,1,0,0,1,0
37,35,0,1,1,1,0,1,1,1,0,1,1,0
37,37,0,1,0,1,0,1,1,0,1,0,1,1
38,38,0,0,0,1,0,1,1,1,0,1,0,0
38,37,0,1,1,1,0,1,1,1,1,1,1,0
38,36,0,1,1,1,1,0,1,1,1,0,1,1
40,39,0,1,0,1,0,0,1,1,0,1,1,0
41,41,0,1,0,1,0,1,1,0,1,1,1,1
297,282,0,0,0,1,0,0,1,0,0,0,1,1
42,42,0,0,0,1,0,1,1,1,0,0,1,0
43,43,0,0,0,1,0,0,1,1,0,1,0,0
43,43,0,1,0,1,0,1,1,0,0,0,1,1
299,289,0,0,0,1,0,0,1,0,1,1,0,1
44,43,0,0,1,1,0,0,1,1,0,1,1,0
44,44,0,0,0,1,0,1,1,0,0,0,0,1
45,44,0,1,0,1,0,1,1,1,1,0,0,0
45,43,0,1,0,1,0,0,1,1,1,1,0,0
301,277,0,1,1,1,0,0,1,0,1,0,1,1
46,46,0,1,0,1,0,1,1,0,0,0,0,1
814,783,0,1,0,0,0,0,1,0,1,1,0,0
1326,1252,0,0,0,1,0,0,1,1,1,0,1,1
47,46,0,1,0,1,0,1,1,0,1,1,1,0
47,47,0,1,0,1,0,0,1,0,1,1,1,0
47,46,0,0,0,1,0,1,1,1,0,0,0,1
48,46,0,0,0,1,0,1,1,1,1,0,1,0
48,48,0,0,1,1,0,1,1,0,0,1,0,1
48,48,0,1,0,0,0,0,1,0,0,0,1,1
48,48,0,1,0,1,0,1,1,1,1,0,0,1
48,48,0,0,1,1,0,1,1,0,0,0,0,1
49,49,0,1,0,0,0,0,1,0,1,0,1,1
1073,999,0,1,1,0,0,0,1,0,1,1,0,0
50,46,0,0,1,1,0,1,1,0,0,1,1,0
50,46,0,1,1,1,0,1,1,1,1,0,1,0
51,48,0,1,1,1,0,1,1,0,0,1,1,1
51,50,0,0,1,1,0,0,1,1,0,1,0,0
52,51,0,1,1,1,0,1,1,0,1,0,0,1
53,52,0,0,1,1,0,1,1,0,0,0,1,1
53,53,0,0,0,1,0,0,1,1,1,1,1,0
54,54,0,1,0,0,0,0,1,0,0,0,0,1
54,50,0,1,1,1,0,1,1,0,1,0,1,1
54,52,0,1,1,1,0,1,1,1,0,1,0,0
310,295,0,0,1,0,0,0,1,1,1,1,0,1
310,282,0,1,1,0,0,0,1,1,1,0,0,0
56,56,0,1,0,1,0,1,1,0,1,0,1,0
56,56,0,0,0,1,0,1,1,0,0,0,1,1
57,57,0,0,0,1,0,1,1,1,0,0,0,0
57,57,0,1,0,1,0,1,1,1,1,1,0,1
58,58,0,1,0,1,0,1,1,1,0,0,1,0
58,57,0,0,0,0,0,0,1,0,0,0,0,1
58,56,0,0,1,1,0,1,1,1,0,0,0,0
58,55,0,0,1,1,0,1,1,1,1,1,1,0
58,58,0,0,1,1,0,1,1,0,0,0,1,0
570,558,0,1,0,1,0,0,1,1,0,1,1,1
1082,1022,0,0,1,1,0,0,1,1,0,0,1,1
59,59,0,1,1,0,0,0,1,0,0,0,0,1
59,57,0,0,0,1,0,1,1,0,0,1,0,1
59,58,0,0,1,0,0,0,1,0,0,0,1,1
60,60,0,1,0,1,0,0,1,1,0,1,0,0
60,57,0,1,1,1,0,1,1,0,0,1,1,0
60,60,0,0,0,1,0,1,1,0,0,1,1,1
60,60,0,1,1,1,0,1,1,0,1,1,1,0
60,59,0,1,0,1,0,1,1,1,0,0,0,1
60,60,0,0,1,1,0,1,1,0,0,1,1,1
317,303,0,0,0,1,0,0,1,0,1,0,0,1
62,62,0,1,1,1,0,1,1,0,1,1,0,1
62,62,0,1,0,1,0,1,1,1,0,1,0,1
62,61,0,0,0,1,0,1,1,0,1,0,0,1
62,59,0,1,1,1,0,1,1,0,0,0,0,1
63,63,0,1,0,0,0,0,1,1,1,0,1,1
63,61,0,0,0,1,0,1,1,0,0,1,1,0
63,61,0,1,0,1,0,1,1,0,0,1,1,1
320,299,0,1,0,1,0,0,1,0,0,0,1,1
320,307,0,1,1,0,0,0,1,0,1,1,1,0
65,63,0,0,1,1,0,1,1,1,1,0,1,0
65,64,0,1,1,1,0,1,1,0,0,1,0,1
65,65,0,1,1,1,0,1,1,0,1,0,1,0
65,64,0,1,1,1,0,0,1,1,1,1,1,0
321,312,0,0,1,1,0,0,1,0,1,0,0,1
66,65,0,1,0,1,0,1,1,1,0,0,0,0
66,64,0,0,1,0,0,0,1,0,0,0,0,1
322,306,0,0,0,1,0,0,1,1,0,1,0,1
67,64,0,1,1,0,0,0,1,0,1,0,0,1
67,67,0,1,0,1,0,0,1,1,1,0,1,0
67,65,0,0,0,1,0,0,1,1,0,0,1,0
68,68,0,1,0,0,0,0,1,0,0,1,0,1
68,65,0,1,1,1,0,1,1,1,0,0,1,0
69,68,0,1,0,0,0,0,1,0,1,1,1,1
69,68,0,0,0,1,0,1,1,1,1,1,0,0
69,57,0,1,1,1,0,1,1,1,1,1,0,0
325,308,0,1,1,0,0,0,1,1,0,0,0,0
325,310,0,0,1,1,0,0,1,0,1,1,1,1
326,315,0,0,1,0,0,0,1,0,1,0,1,0
71,71,0,0,1,1,0,1,1,0,1,1,1,0
71,71,0,1,0,1,0,1,1,0,1,1,0,0
72,71,0,1,1,1,0,1,1,0,0,0,1,1
72,66,0,0,1,1,0,0,1,0,0,1,1,0
73,70,0,1,1,1,0,0,1,1,0,1,1,0
73,72,0,1,0,1,0,1,1,0,0,1,1,0
73,71,0,0,1,1,0,0,1,1,1,1,1,0
73,73,0,1,0,0,0,0,1,1,1,0,0,1
74,72,0,0,1,1,0,1,1,1,0,1,0,1
75,74,0,0,0,0,0,0,1,0,1,0,1,1
587,555,0,0,1,1,0,0,1,1,0,0,0,1
76,73,0,0,0,1,0,1,1,0,1,0,1,1
77,76,0,1,0,1,0,1,1,1,1,0,1,1
78,73,0,0,0,1,0,0,1,1,1,1,0,0
79,75,0,1,1,1,0,0,1,1,1,1,0,0
79,79,0,0,1,1,0,1,1,0,1,0,0,1
79,72,0,1,0,1,0,0,1,0,1,1,0,1
1103,1052,0,1,1,0,0,0,1,0,0,1,0,0
80,80,0,1,0,0,0,0,1,1,1,0,1,0
80,78,0,1,0,1,0,0,1,0,0,1,1,0
80,80,0,1,0,0,0,0,1,1,0,0,0,1
80,75,0,1,1,0,0,0,1,0,1,0,1,1
80,77,0,1,1,1,0,0,1,1,0,1,0,0
80,80,0,1,1,0,0,0,1,0,0,0,1,1
1360,1274,0,0,0,0,0,0,1,0,1,0,0,0
81,79,0,0,0,0,0,0,1,1,0,0,0,1
81,72,0,1,1,1,0,1,1,0,1,1,1,1
337,321,0,0,0,0,0,0,1,0,0,0,1,0
83,80,0,1,1,1,0,0,1,0,1,1,1,0
83,83,0,0,1,1,0,1,1,0,0,1,0,0
83,77,0,1,1,0,0,0,1,0,1,1,1,1
83,83,0,1,0,0,0,0,1,0,0,1,1,1
84,81,0,0,1,0,0,0,1,1,0,0,1,0
84,84,0,1,0,1,0,0,1,0,1,1,0,0
84,79,0,0,0,1,0,1,1,0,1,1,1,0
340,330,0,1,0,1,0,0,1,1,1,0,0,1
85,82,0,0,1,1,0,1,1,1,0,0,0,1
1109,1069,0,1,1,0,0,0,1,0,0,0,0,0
86,81,0,1,0,1,0,0,1,1,1,0,0,0
86,85,0,0,1,1,0,1,1,0,1,0,1,1
86,86,0,0,1,0,0,0,1,0,0,1,1,1
87,84,0,1,1,1,0,1,1,1,0,0,0,0
87,83,0,1,0,1,0,0,1,1,0,0,1,0
87,83,0,0,1,1,0,1,1,0,1,0,1,0
89,87,0,0,0,1,0,1,1,1,0,0,1,1
89,86,0,1,0,1,0,1,1,1,0,0,1,1
89,89,0,0,1,0,0,0,1,0,1,0,1,1
89,87,0,0,0,1,0,1,1,1,0,1,0,1
89,87,0,0,0,1,0,1,1,0,0,0,1,0
89,89,0,0,1,1,0,0,1,1,0,0,1,0
345,331,0,0,0,1,0,0,1,0,1,1,1,1
90,90,0,1,0,1,0,1,1,0,1,0,0,0
90,85,0,1,1,1,0,1,1,1,1,0,0,0
90,87,0,0,0,1,0,1,1,1,1,0,0,0
90,86,0,1,0,1,0,0,1,0,1,0,1,0
90,88,0,1,0,0,0,0,1,0,1,1,0,1
90,89,0,0,0,1,0,1,1,0,1,1,1,1
91,90,0,1,0,1,0,1,1,1,1,1,1,1
91,89,0,1,0,1,0,0,1,1,0,0,0,0
91,88,0,0,1,1,0,0,1,0,0,1,0,0
91,87,0,1,1,1,0,1,1,0,1,1,0,0
92,90,0,0,0,1,0,1,1,0,1,0,1,0
92,88,0,0,1,0,0,0,1,1,0,0,0,1
92,88,0,0,1,1,0,1,1,0,1,1,0,1
92,91,0,0,0,0,0,0,1,0,0,0,1,1
94,92,0,0,1,1,0,0,1,1,0,0,0,0
94,90,0,0,0,1,0,0,1,1,1,0,1,0
95,94,0,1,0,1,0,0,1,0,0,1,0,1
95,94,0,0,0,0,0,0,1,1,0,0,1,0
95,93,0,1,1,1,0,0,1,0,0,1,1,0
607,590,0,0,0,1,0,0,1,1,1,1,0,1
96,94,0,0,0,0,0,0,1,1,0,0,1,1
99,99,0,1,1,0,0,0,1,0,0,1,1,1
100,97,0,0,1,0,0,0,1,0,1,0,0,1
100,92,0,0,0,1,0,0,1,0,0,1,1,0
100,98,0,0,1,1,0,0,1,0,0,0,1,0
100,98,0,0,1,0,0,0,1,0,0,1,0,1
101,99,0,0,0,1,0,0,1,0,0,1,0,0
101,99,0,1,0,1,0,1,1,1,0,1,1,1
102,100,0,1,0,0,0,0,1,1,1,1,0,1
102,99,0,1,1,0,0,0,1,0,1,1,0,1
102,99,0,1,1,0,0,0,1,0,0,1,0,1
1382,1279,0,0,1,1,0,0,1,1,1,1,1,1
103,100,0,0,0,0,0,0,1,0,1,0,0,1
103,100,0,0,0,1,0,1,1,0,1,1,0,1
103,99,0,1,0,0,0,0,1,1,0,0,1,1
103,102,0,1,1,1,0,1,1,1,0,1,0,1
104,95,0,0,1,1,0,0,1,0,1,1,1,0
104,97,0,1,1,1,0,0,1,0,1,1,0,0
104,95,0,0,1,1,0,0,1,1,1,0,1,0
104,102,0,1,1,1,0,1,1,0,0,0,1,0
105,100,0,1,1,1,0,0,1,1,1,0,1,0
105,102,0,0,0,1,0,0,1,1,0,0,0,0
105,102,0,0,1,1,0,1,1,0,0,0,0,0
106,104,0,0,1,1,0,1,1,0,1,1,1,1
106,106,0,1,1,1,0,1,1,1,1,0,0,1
106,102,0,0,1,0,0,0,1,1,0,0,1,1
107,96,0,0,1,1,0,1,1,1,1,1,0,0
107,103,0,1,0,1,0,1,1,0,0,0,1,0
108,107,0,1,1,1,0,1,1,0,0,1,0,0
108,105,0,1,0,0,0,0,1,1,0,1,0,1
364,357,0,1,0,0,0,0,1,0,0,0,1,0
110,109,0,0,1,1,0,1,1,1,0,0,1,1
110,106,0,0,0,1,0,1,1,1,0,1,1,1
110,109,0,1,0,0,0,0,1,1,1,1,1,1
111,108,0,1,0,1,0,0,1,0,0,1,0,0
113,111,0,1,1,0,0,0,1,1,1,0,0,1
113,112,0,1,1,0,0,0,1,1,0,0,0,1
114,110,0,0,0,0,0,0,1,0,0,1,0,1
114,110,0,1,0,1,0,0,1,0,1,0,0,1
114,107,0,0,1,1,0,1,1,1,1,0,0,0
370,354,0,1,0,0,0,0,1,0,0,1,1,0
115,112,0,0,0,0,0,0,1,0,0,1,1,1
116,113,0,1,1,1,0,1,1,1,0,0,0,1
117,115,0,1,0,0,0,0,1,1,1,1,1,0
118,115,0,1,0,1,0,1,1,0,0,1,0,0
118,114,0,0,0,1,0,1,1,0,0,1,0,0
118,115,0,1,1,1,0,0,1,0,0,1,0,0
119,115,0,0,1,1,0,0,1,0,1,0,1,0
119,112,0,1,0,0,0,0,1,1,0,1,1,0
120,119,0,0,0,1,0,0,1,0,1,1,1,0
120,120,0,0,1,1,0,1,1,1,0,1,1,1
376,367,0,1,1,0,0,0,1,0,0,1,1,0
121,120,0,1,1,1,0,1,1,1,1,1,0,1
121,118,0,0,0,1,0,1,1,1,1,0,0,1
121,121,0,0,1,1,0,0,1,0,0,1,0,1
122,118,0,1,0,0,0,0,1,1,0,0,1,0
123,119,0,0,0,0,0,0,1,1,1,0,1,0
124,117,0,0,0,0,0,0,1,1,0,1,1,0
381,372,0,0,1,1,0,0,1,1,0,1,0,1
381,348,0,1,1,0,0,0,1,1,1,1,0,0
126,124,0,0,0,1,0,0,1,1,1,0,0,0
894,840,0,1,1,1,0,0,1,1,0,0,0,1
639,610,0,0,0,1,0,0,1,1,1,0,0,1
128,116,0,0,1,1,0,0,1,1,1,1,0,0
129,127,0,0,0,0,0,0,1,1,1,0,0,1
130,127,0,0,0,0,0,0,1,1,0,1,0,1
134,133,0,0,1,0,0,0,1,1,0,1,1,1
390,366,0,0,0,0,0,0,1,0,1,0,1,0
135,130,0,1,1,1,0,0,1,0,1,0,1,0
138,135,0,1,1,1,0,1,1,1,1,0,1,1
138,129,0,0,1,0,0,0,1,1,0,1,1,0
395,348,0,0,1,0,0,0,1,1,1,0,0,0
140,137,0,1,1,1,0,1,1,1,0,1,1,1
141,133,0,1,1,0,0,0,1,1,1,0,1,0
141,135,0,1,1,1,0,0,1,1,0,0,0,0
1934,1764,0,0,0,0,0,0,1,0,1,1,0,0
143,138,0,1,1,1,0,0,1,1,0,0,1,0
144,141,0,0,0,0,0,0,1,1,1,0,1,1
401,386,0,1,1,0,0,0,1,0,0,0,1,0
146,137,0,1,1,0,0,0,1,1,1,0,1,1
146,134,0,1,1,1,0,0,1,1,1,0,0,0
146,142,0,1,0,0,0,0,1,1,0,1,1,1
146,143,0,0,1,1,0,1,1,1,1,0,0,1
147,142,0,1,0,0,0,0,1,1,1,0,0,0
404,395,0,0,0,0,0,0,1,0,0,1,1,0
149,145,0,0,0,1,0,1,1,1,1,0,1,1
