feature,avg,std
year,1.000495703027432,4.687286399451725e-07
names,1.0006977898389235,0.12838617050836806
owned_repository,0.6574803149606298,0.4754892940760371
commits,1.5151534417039485,2.7396962351579366
files_edited,2.656720742912076,27.205737567007922
files_created,6.399345768836768,210.47042244921886
files_owned,6.152792306597864,67.30175145981778
files_edited_ccp,2.204497930552492,17.780696410491625
files_created_ccp,2.1783163668791468,51.31707082548424
files_owned_ccp,2.5602739215025023,56.45302141767314
corrective_rate,1.1585657960446114,2.8283541740567575
ccp,2.2406593675060926,18.780153380527594
refactor_mle,1.668707572358732,44.18692513511433
cursing_rate,0.8758865282519998,2.148892775370784
positive_sentiment_rate,0.7099124455549998,2.6455823615586525
negative_sentiment_rate,0.9045747310713828,2.49672518839158
avg_coupling_size,1.3427355336227849,4.98227529764132
avg_coupling_code_size,3.056332612233004,22.06586229607552
avg_coupling_size_capped,1.2062155630640885,1.5554551760143205
avg_coupling_code_size_capped,2.663622527784069,17.898702772868127
avg_coupling_size_cut,1.1474881321110857,1.0944813397263575
avg_coupling_code_size_cut,1.9540010832530332,11.77201600638473
tests_presence,3.2875963870161344,20.859937891569192
multiline_message_ratio,1.6764097951933734,7.849860142964296
message_length_avg,1.1574708415156645,1.3189940227941228
corrective_multiline_message_ratio,1.301875288445113,3.6412419647710688
corrective_message_length_avg,1.5725666272944565,4.267760723693488
non_corrective_multiline_message_ratio,1.4450173711637182,6.297091661069239
non_corrective_message_length_avg,1.1020696477678016,0.6205701498090558
duplicated_commits_ratio,1.0,0.0
self_from_all_ratio,1.5151534417039485,2.7396962351579366
same_date_duration_avg,37.49554889592822,640.744700763272
same_date_commits,3.895493631179909,14.508600952741572
commit_period,1.0260282331440125,3.782324235644704
commits_per_day,1.2713980172807011,1.3905477317395118
commit_days,1.5217151900661887,2.7552379925753128
commit_weeks,0.958396287304064,1.0726705078769476
commit_months,0.8417662191931122,0.7769416162384203
commit_days_of_week,0.969565326745393,0.2909876480414171
commit_hours,1.0275466441501335,0.8481825986275878
commit_day_density,3.325391407746443,19.399254861195505
Sunday_prob,1.3470250418429357,4.4367040338048485
Monday_prob,1.2093454309709917,1.3822666832737664
Tuesday_prob,1.2842496975556217,1.3949392355727526
Wednesday_prob,1.3472457753799096,1.7127741709072157
Thursday_prob,1.295123991591938,1.6902958172475138
Friday_prob,1.454890361566022,2.902816123603495
Saturday_prob,1.1684888553558337,3.0170680767321936
days_entropy,0.9853284312666936,0.3195994745094504
hour_entropy,,
avg_file_size,39.371176017855454,589.459701080226
capped_avg_file_size,30.79277985931312,507.56271053171173
avg_code_file_size,7.444441649174352,75.34159753244445
capped_avg_code_file_size,6.76019964059156,72.32352851436524
sum_file_size,237.5489681206541,4883.740619772658
capped_sum_file_size,118.58600291748957,1881.026236266031
sum_code_file_size,43.0936222535299,601.0877323235751
capped_sum_code_file_size,26.70781115880077,335.39000530147024
prev_touch_ago,41.81661096500063,3198.6467948901054
bug_prev_touch_ago,111.70232293403684,3671.982382373761
same_day_duration_avg,37.49554889592822,640.744700763272
one_file_fix_rate,1.291588249176139,2.4371049673509257
one_file_refactor_rate,1.1057499014980288,1.608222910081846
test_usage_rate,1.0372062987570827,0.3800886049468625
test_usage_in_refactor_rate,1.01444234261611,0.4319628750597673
no_test_refactor_rate,1.0892917935215112,0.8719221643380628
textual_abstraction_commits,0.5353248532251306,1.8522054260234944
textual_abstraction_commits_rate,0.738595854003676,2.0446148062465754
testing_involved_prob,-1.0776500179377744,22.59088709992036
corrective_testing_involved_prob,-0.4902153085767236,3.665793107953333
refactor_testing_involved_prob,-0.5531002883575981,3.514863544576048
abs_content_ratio,,
minutes_to_revert,751.2155435194597,2119.33124051008
reverted_ratio,3.084531416551057,1.6951174593113505
performance_rate,0.8223955408635893,2.1105264158853667
security_rate,0.9853835034745264,3.363668653102503
author_id,1.0,0.0
issues,1.7451664343075166,7.1690970424824165
assigned_issues,1.8822573122747783,7.32322901524768
assigned_issues_ratio,1.025879443518428,0.10604073158345484
closed_issues,2.113658530865681,7.728693215638013
closed_issues_ratio,1.3756013145392376,0.871194262359893
merged_issues,,
merged_issues_ratio,,
reopened_issues,0.0,0.0
reopened_issues_ratio,0.0,
milestoned_issues,0.31428571428571433,1.2035590645118783
milestoned_issues_ratio,1.9271428571428573,4.477646976814897
demilestoned_issues,0.15,0.3374742788552764
demilestoned_issues_ratio,0.532,0.935478487192517
assigned_to_closed_minutes,309.1554474580932,2967.446786564443
created_to_assigned_minutes,99.87245273041954,537.8901942397612
created_to_closed_minutes,418.7975503341881,3154.6447583139093
pull_requests,1.7187693734789382,6.458164197724684
opened_prs,1.7187693734789382,6.458164197724684
opened_pr_ratio,1.0,0.0
closed_prs,1.6832374128575094,6.446439901822092
closed_pr_ratio,1.0355344564337456,0.2926230903754187
merged_prs,0.8434917711988459,2.1684286848701846
merged_pr_ratio,1.4352464258537676,2.374839563750664
first_to_last_commit_minutes,118.07347776484384,996.944775101492
open_to_merge_minutes,105.9500695795718,726.5403156849443
first_commit_to_merge_minutes,92.70356253727104,753.4338484262461
sloppy_pr_ratio,0.4961267826125926,1.2642855636853985
