feature,avg,std
year,0.9995041784976488,6.701555617871847e-07
names,1.0515193897536304,0.3424939338326739
owned_repository,0.8878086082586845,0.3156190195923314
commits,1.6596330770906995,2.324186411600495
files_edited,3.332605233758439,94.5112068620826
files_created,7.640450417221149,108.89303835081405
files_owned,7.726907985558113,129.98547694668645
files_edited_ccp,1.9344075015123223,26.61576087591805
files_created_ccp,2.366882856821751,65.22734443492331
files_owned_ccp,3.2858080692279934,79.37140373046611
corrective_rate,1.137331528202716,1.0074918879942187
ccp,1.9250512228399208,26.016634014255715
refactor_mle,1.9307051060118965,26.915733039190588
cursing_rate,0.4631178694407019,1.3700016473878105
positive_sentiment_rate,0.8918848795608518,1.7114764863962169
negative_sentiment_rate,0.953634958943441,1.5326923550009728
avg_coupling_size,1.783793593763452,12.802142562137153
avg_coupling_code_size,2.3213732074402595,26.625269476510912
avg_coupling_size_capped,1.2854106947746922,1.8441311990556768
avg_coupling_code_size_capped,1.7016110018873694,7.850304286794191
avg_coupling_size_cut,1.2279253966606638,1.5173066021351929
avg_coupling_code_size_cut,1.3105519046849703,2.042154078511329
tests_presence,1.6469415409802162,8.916589495689031
multiline_message_ratio,1.023321754112718,0.7723483762088419
message_length_avg,1.0717175736385611,7.407233991167974
corrective_multiline_message_ratio,1.0072250871176576,0.3109060021864209
corrective_message_length_avg,1.244750589405156,16.46478477253768
non_corrective_multiline_message_ratio,1.0253019837524944,0.6988102008495165
non_corrective_message_length_avg,1.0654701970650842,7.942066021431523
duplicated_commits_ratio,1.0,0.0
self_from_all_ratio,1.6596330770906995,2.324186411600495
same_date_duration_avg,2.951451197560192,144.84488571849698
same_date_commits,2.3282449867414003,6.148281357397294
commit_period,1.3344180522269746,4.930205245805274
commits_per_day,1.1083997446257037,0.5413878962527073
commit_days,1.6574989439462653,2.3228615632136784
commit_weeks,1.2510518443844332,1.1981605700311142
commit_months,1.1151274053654,0.8379882356749021
commit_days_of_week,1.0317588115507796,0.2787368108744111
commit_hours,1.0829714986587955,0.4546956078414391
commit_day_density,1.9563672064686068,5.426329046298264
Sunday_prob,1.2911704202641814,2.2026980029656973
Monday_prob,1.2874296219087429,1.4937149508696448
Tuesday_prob,1.2837572796275452,1.5075397614223691
Wednesday_prob,1.281263454434311,1.5364643815360592
Thursday_prob,1.284488568654897,1.5399251466288475
Friday_prob,1.2979133359985444,1.5782719505962295
Saturday_prob,1.2961339626347728,2.134369783704124
days_entropy,1.0270330121118447,0.3360379232092971
hour_entropy,,
avg_file_size,-279914671056.92725,81995889603424.8
capped_avg_file_size,-279914671087.0227,81995889603424.73
avg_code_file_size,13548669830401.154,2961523529188064.0
capped_avg_code_file_size,13548669830399.574,2961523529188064.0
sum_file_size,236.6051848418088,10927.344865382918
capped_sum_file_size,89.73624656070497,5815.025590424046
sum_code_file_size,31.43471419032368,1490.1468197935721
capped_sum_code_file_size,23.693834366815963,1292.5558232290125
prev_touch_ago,22.882354810704516,2360.6002694817194
bug_prev_touch_ago,93.70207665333672,4441.223318529608
same_day_duration_avg,2.951451197560192,144.84488571849698
one_file_fix_rate,1.1026964299206274,0.9584756314300694
one_file_refactor_rate,1.0748498333487595,1.1325034566864691
test_usage_rate,1.0207415715043042,0.25270049432307934
test_usage_in_refactor_rate,1.0120300135009237,0.3283923758739774
no_test_refactor_rate,1.0484765673518135,0.5658734622128709
textual_abstraction_commits,1.1393299171393123,2.0667063855250127
textual_abstraction_commits_rate,1.0388754355064678,1.8455900499008588
testing_involved_prob,0.4210250484523736,13.087714985312168
corrective_testing_involved_prob,0.6639475831141474,3.2832991712124446
refactor_testing_involved_prob,0.5734699495930926,9.192739934247994
abs_content_ratio,,
minutes_to_revert,112.05467416037092,992.2336518728258
reverted_ratio,1.3706454602076406,1.5896059367197628
performance_rate,0.8991030950179058,1.6427053876373037
security_rate,0.9665254031211644,1.8658076781874744
author_id,1.0,0.0
issues,1.3209970430076177,3.340785563904888
assigned_issues,1.34060666635253,3.7884375248051896
assigned_issues_ratio,0.9587827380665691,0.4510297573184322
closed_issues,1.2899927440242147,3.8134088714123697
closed_issues_ratio,0.8603765534680662,0.9844040504379356
merged_issues,1.2333358147844853,4.1223239075212685
merged_issues_ratio,1.395208316501665,3.4412585307224086
reopened_issues,0.4579247812076681,1.1528532556221718
reopened_issues_ratio,0.4640325847115002,0.997282319126287
milestoned_issues,1.072528463431201,2.9481344059952015
milestoned_issues_ratio,0.7641433391048243,1.118063114070473
demilestoned_issues,0.766969633877797,2.0707839800820085
demilestoned_issues_ratio,0.7042066480506982,1.531289493379954
assigned_to_closed_minutes,1.0,0.0
created_to_assigned_minutes,1.0,0.0
created_to_closed_minutes,1.0,0.0
pull_requests,1.5615270586693637,4.059355796103529
opened_prs,1.5618655104265202,4.059560079061088
opened_pr_ratio,1.000204715990043,0.0127690863781275
closed_prs,1.5319154641127168,4.058446614150276
closed_pr_ratio,0.9629166412456559,0.2537648773473917
merged_prs,1.6567238128457382,3.8510424039632287
merged_pr_ratio,1.449552426209452,1.9864426984083032
first_to_last_commit_minutes,269.26810704058045,3230.0995432803147
open_to_merge_minutes,60.96798151760048,780.5770993196878
first_commit_to_merge_minutes,160.0134818791616,2163.1725276986363
sloppy_pr_ratio,1.4380943058250686,2.527620693045936
