feature,avg,std
year,0.9995044039417011,5.892054193641028e-07
names,1.0982915214015612,0.36753897912145306
owned_repository,0.9626865671641791,0.190239912556436
commits,2.3063539926709917,3.225066270501878
files_edited,4.104991900292913,28.85991063997982
files_created,10.302783499610976,86.0087885569515
files_owned,10.933365681313742,259.96535658294965
files_edited_ccp,2.3784896133487696,33.03496713068712
files_created_ccp,2.450969029527684,34.24891144455832
files_owned_ccp,2.8162938708638627,37.31964280850827
corrective_rate,1.179884788677771,1.143951748180705
ccp,2.2774525723705445,32.825458662409915
refactor_mle,1.809688516991528,10.72696146336923
cursing_rate,0.4816021072858188,0.997359626882385
positive_sentiment_rate,0.7500822925705956,1.5294750272027504
negative_sentiment_rate,0.8224517454072197,1.273170233950096
avg_coupling_size,1.744789448990807,5.006581475161164
avg_coupling_code_size,2.471709231546776,18.401123078168002
avg_coupling_size_capped,1.3747034346235851,1.7836238993972882
avg_coupling_code_size_capped,1.90424086924178,6.006358763370312
avg_coupling_size_cut,1.2964388219637135,1.5664372065719627
avg_coupling_code_size_cut,1.4041238771879854,2.0826154557164127
tests_presence,1.6059212963352667,12.835904825279922
multiline_message_ratio,1.0245198565653393,0.43782303359324665
message_length_avg,1.0538574929884998,0.6208049811616203
corrective_multiline_message_ratio,1.0066396944775395,0.21876400901444487
corrective_message_length_avg,1.2122799773660389,1.6890415314691525
non_corrective_multiline_message_ratio,1.0229707972268167,0.5068219025601577
non_corrective_message_length_avg,1.0584742244466827,0.5464136356775076
duplicated_commits_ratio,1.0,0.0
self_from_all_ratio,2.3063539926709917,3.225066270501878
same_date_duration_avg,3.563758266650028,24.27944037168401
same_date_commits,3.399525735595265,8.122392632874876
commit_period,2.0968903443598195,7.060102494553564
commits_per_day,1.1255118175922505,0.5611161025063085
commit_days,2.303493943338851,3.2120675111858534
commit_weeks,1.7222068144405358,1.6283502771271432
commit_months,1.503174322380394,1.1604673868569386
commit_days_of_week,1.0885956133767027,0.36110314398439297
commit_hours,1.2330831114707903,0.6400480517851642
commit_day_density,2.232976264527717,6.430379187280626
Sunday_prob,1.197596844128605,2.1413308883286533
Monday_prob,1.3436055309685526,1.662757309422782
Tuesday_prob,1.3381835425472313,1.6416853070669533
Wednesday_prob,1.36890178346718,1.72326970312365
Thursday_prob,1.322715954378472,1.622408603785766
Friday_prob,1.3390137690344133,1.670744853709783
Saturday_prob,1.1954691024323365,1.8674479809084716
days_entropy,1.0770941742809474,0.3771093118795919
hour_entropy,,
avg_file_size,43.27000566021822,1020.3345271132248
capped_avg_file_size,5.480834522126058,39.22239768220424
avg_code_file_size,4.8708738459284735,102.08659771870695
capped_avg_code_file_size,3.3182238587724773,56.2371752415816
sum_file_size,207.59094848939603,4031.255971629615
capped_sum_file_size,38.49906161031677,471.23034206451445
sum_code_file_size,30.334099297954555,466.18105461985687
capped_sum_code_file_size,26.47848858874616,403.2107041931973
prev_touch_ago,64.44827118287466,5037.62888570585
bug_prev_touch_ago,121.3567136593772,2520.6981520319227
same_day_duration_avg,3.563758266650028,24.27944037168401
one_file_fix_rate,1.096555576357752,0.9576468078649268
one_file_refactor_rate,1.0105043949279533,1.0640049643144232
test_usage_rate,1.0325548527215826,0.3207638683660973
test_usage_in_refactor_rate,1.0112256712701766,0.3721633126736825
no_test_refactor_rate,1.03806811246794,0.5712415046226802
textual_abstraction_commits,1.4267262607668332,2.459776848112975
textual_abstraction_commits_rate,0.915852584459632,1.4806902523094183
testing_involved_prob,0.6339619915737416,2.409623362021697
corrective_testing_involved_prob,0.5546344183133198,1.8952935287921704
refactor_testing_involved_prob,0.7015206606208649,2.4581836714036336
abs_content_ratio,,
minutes_to_revert,22.23810410250014,73.26754932342494
reverted_ratio,0.888148788448001,0.8191955382006558
performance_rate,0.7045545904628145,1.4281692058159454
security_rate,0.9350742492601885,1.8719124270906269
author_id,1.0,0.0
issues,1.9224370817426415,4.279121036674328
assigned_issues,1.7253091214507186,3.5540278249693884
assigned_issues_ratio,1.0314559096758924,0.78019217391328
closed_issues,1.2927538647413992,2.9911313414917315
closed_issues_ratio,0.6707284074634289,0.623965465152994
merged_issues,0.0,0.0
merged_issues_ratio,0.0,
reopened_issues,0.3333333333333333,0.6797949780052897
reopened_issues_ratio,0.3473628087598675,0.5262347785415668
milestoned_issues,0.32263889128674583,0.5698664487389088
milestoned_issues_ratio,0.3287858764169787,0.4419336420120342
demilestoned_issues,0.6719169719169721,2.201432573470317
demilestoned_issues_ratio,0.2877877034398773,0.43463643273946223
assigned_to_closed_minutes,1.0,0.0
created_to_assigned_minutes,1.0,0.0
created_to_closed_minutes,1.0,0.0
pull_requests,2.0535688444707976,3.444978393756004
opened_prs,2.0535688444707976,3.444978393756004
opened_pr_ratio,1.0,0.0
closed_prs,2.009039039571477,3.3688546438269387
closed_pr_ratio,0.9482900771225924,0.29399012455771484
merged_prs,2.08092755984461,4.102004297471668
merged_pr_ratio,1.4900035023686315,1.8390529791974184
first_to_last_commit_minutes,452.64990509890436,3073.815080040121
open_to_merge_minutes,25.46208171698402,196.77878901098148
first_commit_to_merge_minutes,99.083243161201,593.3701948212436
sloppy_pr_ratio,1.2514678738299083,2.318490842879968
